]: unknown ByteOrder '@0+' for signal 'StW_Angl' in message 3; defaulting to 1 (Intel).
Warning: Signals[485]: unknown ByteOrder '@0+' for signal 'DAS_steeringAngleRequest' in message 1160; defaulting to 1 (Intel).
Warning: Signals[485]: invalid Factor '[-1638.35|1638.35]' for 'DAS_steeringAngleRequest' in message 1160; default 1.0 used.
Warning: Signals[485]: invalid Offset 'deg' for 'DAS_steeringAngleRequest' in message 1160; default 0.0 used.
Warning: Signals[485]: invalid Minimum 'EPAS' for 'DAS_steeringAngleRequest' in message 1160; left empty.
Warning: Signals[486]: unknown ByteOrder '@0+' for signal 'DAS_steeringHapticRequest' in message 1160; defaulting to 1 (Intel).
Warning: Signals[486]: invalid Factor '[0|0]' for 'DAS_steeringHapticRequest' in message 1160; default 1.0 used.
Warning: Signals[486]: invalid Minimum 'EPAS' for 'DAS_steeringHapticRequest' in message 1160; left empty.

C:\Users\HP\source\repos\DBC_Writer\DBC_Writer\bin\Debug\net8.0\DBC_Writer.exe (process 13420) exited with code 0 (0x0).
To automatically close the console when debugging stops, enable Tools->Options->Debugging->Automatically close the console when debugging stops.
Press any key to close this window . . .
